provider id,name,state,city,address,zip,ownership type - simple,ownership type - detailed,total surveys,date of last certification survey,date calculated,total deficiencies,complaint deficiencies,certification deficiencies,fms deficiencies
1167034,"HOSPICE OF PAMLICO COUNTY, INC",NC,GRANTSBORO,11146 NC HWY 55 E,28529,For-profit,PROPRIETARY/Corporation,2,2008-02-14,2014-07-02,16,0,16,0
1167035,CONTINUUM HOME CARE & HOSPICE  OF LENIOR COUNTY,NC,KINSTON,704 M PLAZA BOULEVARD,28501,For-profit,PROPRIETARY/Corporation,2,2008-06-12,2014-07-02,9,0,9,0
1167055,SEASONS HOSPICE & PALLIATIVE CARE OF TEXAS INC,TX,DALLAS,8610 GREENVILLE AVENUE SUITE 200,75243,For-profit,PROPRIETARY/Corporation,3,2013-03-16,2014-07-02,10,9,1,0
1167076,HORIZON HOSPICE CARE INCORPORATED,IN,DANVILLE,"252 MEADOW DRIVE, STE 6",46122,For-profit,PROPRIETARY/Corporation,2,2012-10-25,2014-07-02,110,101,9,0
1167172,NOTRE DAME HOSPICE,MA,WORCESTER,555 PLANTATION AVENUE,1605,Non-profit,NON-PROFIT/Private,2,2013-04-04,2014-07-02,8,0,8,0
1167319,HOSPICE SERVICES OF WESTERN MASS LLC,MA,FEEDING HILLS,1325 SPRINGFIELD STREET STE 12,1030,For-profit,PROPRIETARY/Corporation,2,2013-04-22,2014-07-02,4,0,4,0
1167321,"CORNERSTONE HOSPICE PALLIATIVE CARE, LLC",MS,RIPLEY,6229 HWY 305 NORTH SUITE D,38663,For-profit,PROPRIETARY/Other,1,2007-06-22,2014-07-02,0,0,0,0
1167390,"ALPHA HEALTHCARE, LLC",MS,JACKSON,"407 BRIARWOOD DRIVE, SUITE 201",39284,For-profit,PROPRIETARY/Other,2,2013-12-31,2014-07-02,0,0,0,0
1167512,GENTIVA HOSPICE,KS,LENEXA,8735 ROSEHILL ROAD SUITE 200,66215,For-profit,PROPRIETARY/Corporation,2,2013-09-26,2014-07-02,1,0,1,0
1167540,"CAPE VISITING NURSE ASSOCIATION, INC",NJ,CAPE MAY COURT HOUSE,1940 ROUTE 9 NORTH,8210,Other,Other,1,2013-09-04,2014-07-02,0,0,0,0
1167738,COOSA VALLEY HOSPICE,AL,SYLACAUGA,315 WEST HICKORY STREET,35150,Government,GOVERNMENT/City,1,2012-10-13,2014-07-02,0,0,0,0
1167813,"DELTA HOSPICE OF CA, INC",CA,CHINO,15361 CENTRAL AVENUE UNIT B,91710,Government,GOVERNMENT/State,3,2012-03-10,2014-07-02,20,7,13,0
1167834,VITAS HEALTHCARE CORPORATION MIDWEST,MI,SOUTHFIELD,"26677 WEST TWELVE MILE ROAD,  SUITE 108",48034,For-profit,PROPRIETARY/Corporation,1,2007-04-10,2014-07-02,19,0,19,0
1167887,REGENCY HOSPICE OF FLORENCE,SC,FLORENCE,1831 WEST EVANS ST,29501,For-profit,PROPRIETARY/Corporation,3,2011-05-01,2014-07-02,7,0,7,0
1167888,SHEPHERD CARE HOSPICE,SC,NICHOLS,210 SOUTH NICHOLS STREET,29581,For-profit,PROPRIETARY/Corporation,2,2010-09-30,2014-07-02,15,0,15,0
1167894,ALPHA OMEGA HOSPICE,UT,OREM,278 W CENTER STREET,84057,Other,Other,1,2007-05-16,2014-07-02,0,0,0,0
1168227,HEALTH SERVICES OF THE PACIFIC - HOSPICE,GU,TAMUNING,"809 CHALAN PASAHERU, UNIT 2",96913,For-profit,PROPRIETARY/Corporation,1,2007-02-09,2014-07-02,3,0,3,0
1168461,SOUTHERNCARE GREEN BAY,WI,GREEN BAY,1800 W MASON ST  STE A,54303,For-profit,PROPRIETARY/Corporation,2,2012-07-25,2014-07-02,1,1,0,0
1168558,ALABAMA HOSPICE CARE OF JASPER,AL,JASPER,"1458 JONES DAIRY ROAD, SUITE 200",35501,For-profit,PROPRIETARY/Other,2,2013-06-20,2014-07-02,5,0,5,0
1168624,FHP HOME HEALTH,GU,TAMUNING,548 SOUTH MARINE CORPS DRIVE,96913,For-profit,PROPRIETARY/Corporation,1,2007-05-08,2014-07-02,2,0,2,0
1169196,ROCKY MOUNTAIN HOSPICE - BLANDING,UT,BLANDING,28 NORTH MAIN,84511,Non-profit,NON-PROFIT/Other,1,2007-06-07,2014-07-02,0,0,0,0
1169197,ROCKY MOUNTAIN HOSPICE - ST GEORGE,UT,ST GEORGE,"230 NORTH 1680 EAST, SUITE V-1",84790,Non-profit,NON-PROFIT/Other,1,2007-06-14,2014-07-02,0,0,0,0
1169201,SHARON S RICHARDSON COMMUNITY HOSPICE,WI,SHEBOYGAN FALLS,W2850 STATE ROAD 28,53085,Non-profit,NON-PROFIT/Other,2,2008-07-31,2014-07-02,0,0,0,0
1169246,GRAND LAKE HOSPICE,OH,SAINT MARYS,1122 EAST SPRING STREET,45885,Non-profit,NON-PROFIT/Private,2,2012-07-26,2014-07-02,0,0,0,0
1169541,A & C HEALTH CARE UNLIMITED LLC,CA,SIMI VALLEY,"1687 ERRINGER ROAD, SUITE #211",93065,For-profit,PROPRIETARY/Other,1,2013-10-07,2014-07-02,0,0,0,0
1169963,QUEEN OF ANGELS HOSPICE,CA,ARCADIA,"38 EAST HUNTINGTON DRIVE, SUITE C,",91006,For-profit,PROPRIETARY/Corporation,2,2013-11-22,2014-07-02,2,0,2,0
1169965,GIRLING HOSPICE TEXAS BY HARDEN HEALTHCARE,TX,CORPUS CHRISTI,210 SOUTH CARANCAHUA ST SUITE #301,78401,For-profit,PROPRIETARY/Other,2,2013-08-23,2014-07-02,0,0,0,0
1170024,"PHYSICIAN HOSPICE CARE, LLC",MS,JACKSON,"308 EAST PEARL STREET, SUITE 301",39201,For-profit,PROPRIETARY/Other,2,2013-11-01,2014-07-02,1,0,1,0
1170037,PLEASANT VALLEY HOSPICE,OH,POMEROY,518 EAST MAIN STREET,45769,Non-profit,NON-PROFIT/Private,3,2011-02-05,2014-07-02,1,1,0,0
1170163,ALLAY HOME AND HOSPICE,WI,BROOKFIELD,13255 W BLUEMOUND RD #100,53005,For-profit,PROPRIETARY/Corporation,2,2013-09-18,2014-07-02,11,3,8,0
1170418,HOSPICE COMPASSUS-YUMA,AZ,YUMA,1025 WEST 24TH STREET  SUITE 15,85364,For-profit,PROPRIETARY/Corporation,2,2011-10-06,2014-07-02,0,0,0,0
1170454,GREENWOOD HOUSE HOSPICE SERVICES INC,NJ,LAWRENCEVILLE,"6 COLONIAL LAKE DRIVE, SUITE G",8648,Non-profit,NON-PROFIT/Private,1,2007-08-02,2014-07-02,0,0,0,0
1171297,"ADMIRAL HOSPICE CARE, INC",CA,LAKEWOOD,4010 WATSON PLAZA DRIVE SUITE 120,90712,For-profit,PROPRIETARY/Corporation,3,2013-09-20,2014-07-02,2,0,2,0
1171298,"WEST COAST HOSPICE, INC",CA,RANCHO CUCAMONGA,"10700 CIVIC CENTER DRIVE, SUITE 100-A",91730,For-profit,PROPRIETARY/Corporation,1,2007-05-23,2014-07-02,15,8,7,0
1171405,TRANSITIONS HOSPICE LLC,MO,BOLIVAR,315 A SOUTH MAIN,65613,For-profit,PROPRIETARY/Partnership,2,2011-04-25,2014-07-02,17,5,12,0
1171758,"BETHANY HOSPICE, LLC",GA,QUITMAN,301 EAST SCREVEN STREET,31643,Non-profit,NON-PROFIT/Private,2,2010-08-26,2014-07-02,4,0,4,0
1171780,HOSPICE ADVANTAGE OF BILOXI,MS,DIBERVILLE,4107 POPPS FERRY ROAD,39532,For-profit,PROPRIETARY/Corporation,1,2014-01-03,2014-07-02,0,0,0,0
1172128,"LIFE CHOICE HOSPICE CARE OF MAINE, SOLAMOR HOSPICE",ME,SCARBOROUGH,"23 SPRING STREET, STE C",4074,Other,Other,2,2013-04-23,2014-07-02,0,0,0,0
1172314,"ABUNDANT LIFE HOSPICE, INC",SC,GREENVILLE,744 E STONE AVENUE,29601,For-profit,PROPRIETARY/Corporation,1,2007-09-28,2014-07-02,0,0,0,0
1172447,"JOURNEY HOSPICE OF SOUTH CAROLINA, LLC",SC,SPARTANBURG,351 EAST BLACKSTOCK ROAD,29301,For-profit,PROPRIETARY/Other,2,2011-12-30,2014-07-02,3,0,3,0
1172563,"HOSPICE OF LAS VEGAS, INC",NV,LAS VEGAS,5765 S RAINBOW BLVD STE 111,89118,For-profit,PROPRIETARY/Corporation,1,2006-12-27,2014-07-02,0,0,0,0
1172586,A CARING HEART HOSPICE,SC,N CHARLESTON,6296 RIVERS AVENUE STE 101,29406,For-profit,PROPRIETARY/Corporation,2,2011-11-17,2014-07-02,3,0,3,0
1172592,SOUTHERNCARE MADISON,WI,MADISON,402 GAMMON PLACE  STE 110,53719,For-profit,PROPRIETARY/Corporation,2,2012-08-23,2014-07-02,9,0,9,0
1172593,HOSPICE OF ST MARY,CA,SIMI VALLEY,1985 YOSEMITE AVE SUITE #240,93063,For-profit,PROPRIETARY/Corporation,1,2012-11-15,2014-07-02,0,0,0,0
1172594,VALLEY HOSPICE SERVICES LLC,CA,SIMI VALLEY,"3355 COCHRAN STREET, SUITE 203",93063,Other,Other,2,2012-09-26,2014-07-02,6,6,0,0
1172595,HOSPICE CARE OF THE WEST,CA,VENTURA,"4567 TELEPHONE ROAD, SUITE 200",93003,For-profit,PROPRIETARY/Partnership,1,2007-07-26,2014-07-02,0,0,0,0
1173046,FOSTORIA HOMECARE AND HOSPICE,OH,FOSTORIA,601 PARKWAY DRIVE,44830,For-profit,PROPRIETARY/Corporation,1,2007-06-15,2014-07-02,1,0,1,0
1173078,"SOUTHEAST HOSPICE NETWORK, LLC",AL,JASPER,"4330 HIGHWAY 78E, SUITE 120-121",35501,Other,Other,2,2013-07-25,2014-07-02,9,7,2,0
1173095,"CREST HOME HEALTH AND HOSPICE, LLC",ID,COEUR D'ALENE,"700 IRONWOOD DRIVE, SUITE 255",83814,For-profit,PROPRIETARY/Corporation,1,2007-08-27,2014-07-02,0,0,0,0
1173098,SUNFLOWER HEALTH CARE INC,KS,BASEHOR,15417 PINEHURST DRIVE,66007,For-profit,PROPRIETARY/Corporation,1,2007-09-11,2014-07-02,0,0,0,0
1173127,ACTS HOSPICE,PA,AMBLER,812 NORTH BETHLEHEM PIKE,19002,Non-profit,NON-PROFIT/Private,3,2012-08-24,2014-07-02,7,0,7,0
1173144,GREENSPRING HOSPICE,VA,SPRINGFIELD,7414 SPRING VILLAGE DRIVE,22150,Non-profit,NON-PROFIT/Private,2,2012-01-05,2014-07-02,1,0,1,0
1173258,EVERCARE HOSPICE AND PALLIATIVE CARE,AL,BIRMINGHAM,"33 INVERNESS CENTER PARKWAY, # 350",35242,For-profit,PROPRIETARY/Corporation,1,2012-09-14,2014-07-02,0,0,0,0
1173259,SUN VALLEY HOSPICE,AZ,MESA,"7227 EAST BASELINE ROAD, SUITE 129",85209,For-profit,PROPRIETARY/Corporation,2,2011-08-04,2014-07-02,3,1,2,0
1173331,PRIMROSE HOSPICE INC,UT,PROVIDENCE,286 NORTH GATEWAY DRIVE,84332,For-profit,PROPRIETARY/Corporation,1,2007-09-07,2014-07-02,0,0,0,0
1173387,TRUCARE HOSPICE,MS,RAYMOND,"120 WEST MAIN STREET, SUITE B",39154,For-profit,PROPRIETARY/Corporation,1,2007-10-02,2014-07-02,2,0,2,0
1173388,"L&L HOSPICE, INC",MS,TYLERTOWN,423 A BEULAH AVENUE,39667,For-profit,PROPRIETARY/Corporation,1,2007-10-03,2014-07-02,2,0,2,0
1173389,ALLIANCE HOSPICE,MS,CORINTH,3196 HIGHWAY 72 WEST,38834,For-profit,PROPRIETARY/Indvidual,2,2014-01-29,2014-07-02,0,0,0,0
1173429,CELTIC HOSPICE & PALLIATIVE CARE SRVCS OF CARLISLE,PA,CARLISLE,220 WILSON STREET SUITE 100,17013,For-profit,PROPRIETARY/Corporation,2,2010-06-23,2014-07-02,1,0,1,0
1173431,LEGACY HOSPICE,SC,IRMO,1204 LEXINGTON AVENUE SUITE 2A,29063,For-profit,PROPRIETARY/Indvidual,2,2012-09-06,2014-07-02,26,0,26,0
1173472,SAINT JUDE HOSPICE,IA,URBANDALE,"2900 100TH STREET, SUITE 103",50322,For-profit,PROPRIETARY/Other,3,2013-01-10,2014-07-02,7,3,4,0
1173473,IOWA HOSPICE BY HARDEN HEALTHCARE,IA,SPIRIT LAKE,1370 LAKE STREET,51360,For-profit,PROPRIETARY/Corporation,1,2007-10-10,2014-07-02,0,0,0,0
1173482,HOSPICE COMPASSUS - ALBUQUERQUE,NM,ALBUQUERQUE,"6000 UPTOWN BOULEVARD NE, SUITE 104",87110,Other,Other,2,2013-11-14,2014-07-02,2,0,2,0
1173496,SUNRISE HOSPICE,UT,PROVO,1561 NORTH GRANDVIEW LANE,84604,For-profit,PROPRIETARY/Other,1,2007-10-03,2014-07-02,1,1,0,0
1173654,HOSPICE CARE,PA,CARMICHAELS,102 CARMICHAELS PLAZA,15320,Non-profit,NON-PROFIT/Other,1,2007-10-11,2014-07-02,0,0,0,0
1173798,"BRISTOL HOSPICE - HAWAII, LLC",HI,HONOLULU,"500 ALA MOANA BOULEVARD, SUITE 4-545 AND 547",96813,For-profit,PROPRIETARY/Other,1,2013-02-04,2014-07-02,0,0,0,0
1173868,"PEACE HOSPICE AND PALLIATIVE CARE, INC",IL,CHICAGO,"10928 SOUTH WESTERN AVENUE, 2ND FLOOR",60643,For-profit,PROPRIETARY/Corporation,2,2013-04-11,2014-07-02,3,3,0,0
1173874,NIGHTINGALE HOSPICE,IN,FORT WAYNE,6347 CONSTITUTION DRIVE,46804,For-profit,PROPRIETARY/Corporation,2,2013-03-11,2014-07-02,7,3,4,0
1173914,"CENTENNIAL HOSPICE, L L C",OK,OKLAHOMA CITY,"13861 QUAIL POINTE, SUITE A",73134,For-profit,PROPRIETARY/Corporation,1,2013-06-28,2014-07-02,0,0,0,0
1173934,CROWN HOSPICE,TX,VICTORIA,1101 SALEM ROAD SUITE #A #B #C #D,77904,For-profit,PROPRIETARY/Partnership,2,2013-09-10,2014-07-02,0,0,0,0
1173970,LSS HOSPICE CARE,MO,SAINT LOUIS,1150 HANLEY INDUSTRIAL COURT,63144,Non-profit,NON-PROFIT/Church,1,2007-10-10,2014-07-02,0,0,0,0
1174400,ANGELS OF HOPE,GA,LAGRANGE,"1605 VERNON ROAD, SUITE 1000",30240,For-profit,PROPRIETARY/Corporation,2,2010-06-10,2014-07-02,9,1,8,0
1174598,"COMPASSIONATE CARE HOSPICE OF ATLANTA, LLC",GA,ATLANTA,FIVE DUNWOODY PARK SUITE 118,30338,For-profit,PROPRIETARY/Other,2,2012-08-26,2014-07-02,0,0,0,0
1174610,HEART OF HOSPICE,LA,LAKE CHARLES,750 BAYOU PINES EAST SUITE A,70601,For-profit,PROPRIETARY/Other,1,2007-10-17,2014-07-02,0,0,0,0
1174852,"RICHLAND HOSPICE, LLC",LA,RAYVILLE,161 CHRISTIAN DRIVE  SUITE 4,71269,For-profit,PROPRIETARY/Other,1,2007-10-18,2014-07-02,1,0,1,0
1174853,CANON HOSPICE,LA,COVINGTON,19375 NORTH 4TH STREET,70433,For-profit,PROPRIETARY/Other,1,2007-10-15,2014-07-02,0,0,0,0
1174854,CARDINAL HOSPICE,LA,BATON ROUGE,"8280 YMCA PLAZA DRIVE , BLDG 3 STE A",70810,For-profit,PROPRIETARY/Other,1,2007-10-11,2014-07-02,1,1,0,0
1174855,MY HOSPICE,LA,METAIRIE,3510 CAUSEWAY BLVD SUITE 501,70002,For-profit,PROPRIETARY/Corporation,1,2007-10-24,2014-07-02,0,0,0,0
1174856,HARMONY LIFE HOSPICE,LA,SHREVEPORT,"1953 E 70TH STREET, SUITE 6",71105,For-profit,PROPRIETARY/Corporation,1,2007-10-23,2014-07-02,0,0,0,0
1174952,HOLY TRINITY HOSPICE,MA,WORCESTER,WASHBURN HOUSE 1183 MAIN STREET,1603,Non-profit,NON-PROFIT/Other,2,2014-01-23,2014-07-02,15,0,15,0
1175016,"SEASONS HOSPICE & PALLIATIVE CARE OF DELAWARE, LLC",DE,NEWARK,"220 CONTINENTAL DRIVE, SUITE 101",19713,For-profit,PROPRIETARY/Partnership,1,2013-06-15,2014-07-02,3,3,0,0
1175090,"CARE MORE HOSPICE, INC",CA,FULLERTON,"2495 E ORANGETHORPE AVENUE, SUITE 200",92831,For-profit,PROPRIETARY/Corporation,2,2011-11-08,2014-07-02,23,23,0,0
1175119,BEACON OF HOPE HOSPICE,IA,WATERLOO,1318 RAVENWOOD,50702,For-profit,PROPRIETARY/Corporation,1,2007-10-16,2014-07-02,2,0,2,0
1175120,WESLEY LIFE HOSPICE,IA,DES MOINES,3520 GRAND AVE,50312,Non-profit,NON-PROFIT/Church,2,2010-11-19,2014-07-02,47,0,47,0
1175166,BEACON HOSPICE,SC,MOUNT PLEASANT,501 WANDO PARK BLVD,29464,For-profit,PROPRIETARY/Corporation,2,2012-10-26,2014-07-02,4,0,4,0
1175195,SHANGRILA HOSPICE,CA,UPLAND,"1126 W FOOTHILL BLVD, SUITE 220",91786,For-profit,PROPRIETARY/Corporation,1,2007-08-08,2014-07-02,2,0,2,0
1175383,"LESTER DIERKSEN MEMORIAL HOSPICE, LLC",AR,HOT SPRINGS VILLAGE,"3648 NORTH HWY 7, SUITE E",71909,For-profit,PROPRIETARY/Corporation,1,2007-05-31,2014-07-02,0,0,0,0
1175503,PREMIER HOSPICE & PALLIATIVE CARE - INDIANA LLC,IN,CARMEL,11550 N MERIDIAN STREET,46032,For-profit,PROPRIETARY/Corporation,2,2013-08-14,2014-07-02,3,0,3,0
1175632,"JOURNEY HOSPICE OF BATON ROUGE, LLC",LA,BATON ROUGE,"10988 N HARRELL'S FERRY RD, UNIT 16",70816,For-profit,PROPRIETARY/Other,1,2007-10-22,2014-07-02,0,0,0,0
1175689,"AGAPE HOSPICE CARE, INC",GA,SANDY SPRINGS,5825 GLENRIDGE DRIVE NE BUILDING 4 SUITE 200,30328,For-profit,PROPRIETARY/Corporation,3,2012-05-17,2014-07-02,14,0,14,0
1175801,"HOPE HOSPICE & HEALTHCARE, INC",CA,SUN CITY,"29826 HAUN ROAD, SUITE 108",92586,For-profit,PROPRIETARY/Corporation,1,2007-08-29,2014-07-02,16,10,6,0
1175802,"COMMUNITY HOSPICE SERVICES, INC",CA,RANCHO CUCAMONGA,"8273 WHITE OAK AVENUE, SUITE 120",91730,For-profit,PROPRIETARY/Corporation,2,2013-07-12,2014-07-02,0,0,0,0
1175841,NATIONAL HOSPICE INC DBA PROMISES KEPT HOSPICE,KS,WICHITA,9415 E HARRY STE 403,67207,For-profit,PROPRIETARY/Corporation,1,2007-09-27,2014-07-02,0,0,0,0
1175953,SOLAMOR HOSPICE - BEDFORD,NH,BEDFORD,170 SOUTH RIVER ROAD,3110,For-profit,PROPRIETARY/Corporation,2,2013-04-25,2014-07-02,0,0,0,0
1176180,VITAS INNOVATIVE HOSPICE CARE OF ALABASTER,AL,ALABASTER,567 1ST STREET NORTH,35007,For-profit,PROPRIETARY/Other,1,2007-11-27,2014-07-02,0,0,0,0
1176207,"ISLAND HOSPICE, INC",GA,SAVANNAH,4 A SKIDAWAY VILLAGE WALK,31411,Non-profit,NON-PROFIT/Private,2,2009-07-13,2014-07-02,0,0,0,0
1176315,HEART OF HOSPICE,LA,MARRERO,"4520 WICHERS DRIVE, SUITE 104",70072,For-profit,PROPRIETARY/Other,1,2007-10-31,2014-07-02,0,0,0,0
1176316,HOSPICE COMPASSUS - LAFAYETTE,LA,LAFAYETTE,1438 S COLLEGE ROAD,70503,For-profit,PROPRIETARY/Other,1,2007-10-26,2014-07-02,0,0,0,0
1176317,"CROSSROADS HOSPICE, LLC",LA,DELHI,838 BROADWAY SQUARE,71232,For-profit,PROPRIETARY/Other,1,2007-10-29,2014-07-02,0,0,0,0
1176318,"AGAPE HOSPICE CARE OF RUSTON, LLC",LA,RUSTON,1503 GOODWIN ROAD SUITE101,71270,For-profit,PROPRIETARY/Other,1,2007-11-01,2014-07-02,0,0,0,0
1176487,LUTHERAN HOME CARE AND HOSPICE INC,PA,WYOMISSING,1030 REED AVENUE SUITE 102,19610,Non-profit,NON-PROFIT/Church,2,2010-09-15,2014-07-02,4,0,4,0
1176488,LUTHERAN HOME CARE AND HOSPICE INC,PA,ALLENTOWN,798 HAUSMAN ROAD SUITE 170,18104,Non-profit,NON-PROFIT/Church,3,2012-09-06,2014-07-02,13,0,13,0
1176632,"HARBOR HOSPICE OF LAFAYETTE, LLC",LA,OPELOUSAS,5831 I-49 SOUTH SERVICE ROAD,70570,For-profit,PROPRIETARY/Partnership,1,2007-11-29,2014-07-02,0,0,0,0
1176633,"ST JOSEPH HOSPICE OF ACADIANA, LLC",LA,MARINGOUIN,1003 S HUGH WALLIS ROAD SUITE F3,70757,For-profit,PROPRIETARY/Other,1,2007-11-29,2014-07-02,1,1,0,0
1176657,ENVISION HOSPICE,UT,OREM,31 SOUTH 400 WEST,84058,For-profit,PROPRIETARY/Corporation,1,2007-11-23,2014-07-02,1,1,0,0
1176658,"CONTINUUM CARE, INC",VI,ST THOMAS,"210-3A ALTONA ST, SUITE 105",802,For-profit,PROPRIETARY/Corporation,2,2008-04-30,2014-07-02,15,0,15,0
1176670,STAFFING NURSES HOSPICE,TX,MESQUITE,1703 CEDARBROOK,75181,For-profit,PROPRIETARY/Corporation,3,2013-06-14,2014-07-02,5,0,5,0
1176771,HEARTLAND HOME HEALTH CARE AND HOSPICE,FL,JACKSONVILLE,8130 BAYMEADOWS WAY W STE 201,32256,For-profit,PROPRIETARY/Corporation,2,2012-10-12,2014-07-02,0,0,0,0
1176846,HORIZONS HOSPICE,PA,ALTOONA,309 EAST PLANK ROAD,16602,For-profit,PROPRIETARY/Corporation,2,2010-07-09,2014-07-02,0,0,0,0
1176885,"LEGACY NATIONAL HOSPICE, LLLP",LA,WALKER,"9788 FLORIDA BLVD, SUITE B",70785,For-profit,PROPRIETARY/Other,1,2007-11-30,2014-07-02,0,0,0,0
1176920,"TESCA HOSPICE, INC",CA,BELLFLOWER,8514 E ARTESIA BLVD,90706,For-profit,PROPRIETARY/Corporation,2,2013-03-28,2014-07-02,0,0,0,0
1177030,AMEDISYS HOSPICE OF INDIANAPOLIS,IN,INDIANAPOLIS,9101 WESLEYAN RD STE 305,46268,For-profit,PROPRIETARY/Other,1,2007-10-05,2014-07-02,22,10,12,0
1177378,EVERCARE HOSPICE AND PALLATIVE CARE,PA,KING OF PRUSSIA,700 AMERICAN AVENUE SUITE 206,19406,For-profit,PROPRIETARY/Corporation,2,2013-12-19,2014-07-02,8,0,8,0
1177445,CATHOLIC HOSPICE,PA,WEXFORD,407 WOODHAVEN DRIVE,15090,Non-profit,NON-PROFIT/Other,2,2010-07-21,2014-07-02,2,0,2,0
1177517,"HARBOR HOSPICE OF OAKDALE, LLC",LA,OAKDALE,114 N 11TH STREET,71463,For-profit,PROPRIETARY/Partnership,1,2007-12-17,2014-07-02,0,0,0,0
1177526,"LIFECARE OKLAHOMA HOSPICE, INC",OK,NORMAN,2411 SPRINGER DRIVE SUITE 200,73069,For-profit,PROPRIETARY/Corporation,2,2013-03-14,2014-07-02,9,6,3,0
1177527,TRINITY HOSPICE,PA,WAYNE,1255 DRUMMERS LANE SUITE 100,19087,For-profit,PROPRIETARY/Other,1,2007-11-28,2014-07-02,1,0,1,0
1177528,FRIENDS HOSPICE,PA,PHILADELPHIA,706 WEST GIRARD AVENUE,19123,Non-profit,NON-PROFIT/Other,2,2010-08-13,2014-07-02,1,0,1,0
1177529,MEDI HOME HOSPICE,PA,STATE COLLEGE,341 NORTH SCIENCE ROAD SUITE 207,16803,For-profit,PROPRIETARY/Corporation,2,2010-07-12,2014-07-02,6,2,4,0
1177632,"LA PAZ HOSPICE CARE, INC",VI,ST THOMAS,2-4 10TH STREET #61A ESTATE THOMAS,802,For-profit,PROPRIETARY/Corporation,1,2007-10-04,2014-07-02,0,0,0,0
1177705,HOSPICE ADVANTAGE,PA,ELKINS PARK,"8118 OLD YORK ROAD, LOWER LEVEL",19027,Non-profit,NON-PROFIT/Private,2,2014-02-28,2014-07-02,6,3,3,0
1177794,AMEDISYS HOSPICE OF LAWRENCEVILLE,GA,LAWRENCEVILLE,"595 HURRICANE SHOALS ROAD,  NW SUITE 201",30046,For-profit,PROPRIETARY/Other,2,2010-12-09,2014-07-02,9,9,0,0
1177896,NEW JERSEY CUIDADO CASERO HOSPICE,NJ,VINELAND,1138 EAST CHESTNUT AVE - BLDG 1,8360,For-profit,PROPRIETARY/Corporation,2,2012-02-13,2014-07-02,16,0,16,0
1177921,"TIDEWATER HOSPICE, PA BLUFFTON OFFICE",SC,BLUFFTON,"10 BUCKINGHAM PLANTATION DRIVE, SUITE A",29910,For-profit,PROPRIETARY/Corporation,2,2012-01-26,2014-07-02,2,0,2,0
1178637,SERENITY HOSPICE,GA,PEACHTREE CITY,"23 EASTBROOK BEND, STE  205",30269,For-profit,PROPRIETARY/Corporation,2,2010-11-04,2014-07-02,50,4,46,0
1178727,TRI-CITY HOSPICE,CA,VISTA,"2095 W VISTA WAY, #220",92083,Other,Other,1,2007-07-23,2014-07-02,2,0,2,0
1179074,"ACTIVE HOSPICE CARE, INC",CA,BURBANK,"704 S VICTORY BLVD, SUITE 100",91502,For-profit,PROPRIETARY/Corporation,2,2013-04-25,2014-07-02,6,0,6,0
1179320,WEDOWEE HOSPITAL HOSPICE,AL,WEDOWEE,209 MAIN STREET,36278,Government,GOVERNMENT/City,1,2008-01-31,2014-07-02,0,0,0,0
1179399,THREE RIVERS HOSPICE SOUTH,MO,MOUNTAIN GROVE,301 EAST 17TH STREET,65711,For-profit,PROPRIETARY/Corporation,1,2007-11-30,2014-07-02,1,1,0,0
1179400,NURSES & COMPANY HOSPICE CARE,MO,SAINT PETERS,115 PIPER HILL DRIVE - SUITE 200,63376,For-profit,PROPRIETARY/Corporation,1,2007-12-07,2014-07-02,0,0,0,0
1179505,HOSPICE OF THE GOOD SHEPHERD,OH,WESTLAKE,2116 DOVER CENTER ROAD,44145,Non-profit,NON-PROFIT/Church,1,2007-11-20,2014-07-02,0,0,0,0
1179611,INCARE HOSPICE CENTRAL OHIO,OH,COLUMBUS,2233 NORTH BANK DRIVE,43220,Non-profit,NON-PROFIT/Other,2,2012-08-29,2014-07-02,3,3,0,0
1179738,ULTIMATE CARE HOSPICE,CA,SIMI VALLEY,2315 KUEHNER DR STE 103,93063,For-profit,PROPRIETARY/Corporation,1,2007-11-06,2014-07-02,0,0,0,0
1179739,H & A HOSPICE INC,CA,SIMI VALLEY,4288 E LOS ANGELES AVE STE 200,93063,For-profit,PROPRIETARY/Corporation,1,2012-03-01,2014-07-02,0,0,0,0
1179740,"CORINTHIAN HOSPICE, INC",CA,MONROVIA,899 W FOOTHILL BLVD SUITE J,91016,For-profit,PROPRIETARY/Other,2,2013-07-08,2014-07-02,0,0,0,0
1179947,LAKELAND HOSPICE,MI,BENTON HARBOR,"2550 MEADOWBROOK ROAD, SUITE 110",49022,Non-profit,NON-PROFIT/Other,2,2011-12-02,2014-07-02,26,1,25,0
1180077,ABRAMSON HOSPICE,PA,NORTH WALES,1425 HORSHAM ROAD,19454,Non-profit,NON-PROFIT/Other,4,2013-06-10,2014-07-02,0,0,0,0
1180124,AT PEACE HOSPICE CARE,GA,CALHOUN,216 B NEWTOWN ROAD,30701,For-profit,PROPRIETARY/Other,2,2011-04-28,2014-07-02,2,0,2,0
1180125,GENTIVA HOSPICE,GA,AUGUSTA,"3508 PROFESSIONAL CIRCLE, SUITE A",30907,For-profit,PROPRIETARY/Other,2,2011-03-17,2014-07-02,9,0,9,0
1180203,"BEACON HOSPICE, AN AMEDISYS COMPANY",ME,BANGOR,304 HANCOCK ST STE 3A,4401,For-profit,PROPRIETARY/Corporation,3,2013-07-02,2014-07-02,0,0,0,0
