code,edited description,short description
758,"Deficiency cited: Hospices that provide inpatient care directly
Death reporting requirements. 
 
Hospices must report deaths associated with the use of seclusion or restraint.   
 
(1) The hospice must report the following information to CMS: 
 
(i)   Each unexpected death that occurs while a patient is in restraint or 
seclusion. 
 
(ii)  Each unexpected death that occurs within 24 hours after the patient has 
been removed from restraint or seclusion. 

(iii) Each death known to the hospice that occurs within 1 week after restraint or 
seclusion where it is reasonable to assume that use of restraint or placement 
in seclusion contributed directly or indirectly to a patient's death.  
""Reasonable to assume"" in this context includes, but is not limited to, deaths 
related to restrictions of movement for prolonged periods of time, or death 
related to chest compression, restriction of breathing or asphyxiation. 
 
(2) Each death referenced in this paragraph must be reported to CMS by telephone 
no later than the close of business the next business day following knowledge of 
the patient’s death. 
 
(3) Staff must document in the patient's clinical record the date and time the death 
was reported to CMS. (758)
 
",DEATH REPORTING REQUIREMENTS
759,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (759)
",RESIDENTS OF SNF/NF OR ICF/MR
760,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (nursing homes)
 
In addition to meeting the conditions of participation at §418.10 through 
§418.116, a hospice that provides hospice care to residents of a SNF/NF or ICF/IID 
must abide by the following additional standards. (760)
",RESIDENTS OF SNF/NF OR ICF/MR
761,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (nursing homes) 
 
Resident eligibility, election, and duration of benefits.   

Medicare patients receiving hospice services and residing in a SNF, NF, or ICF/IID 
are subject to the Medicare hospice eligibility criteria set out at §418.20 through 
§418.30. (761)
",ELIGIBILITY CRITERIA FACILITY RESIDENTS
762,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (nursing homes)
 
Professional management. 
 
The hospice must assume responsibility for professional management of the 
resident’s hospice services provided, in accordance with the hospice plan of care and 
the hospice conditions of participation, and make any arrangements necessary for 
hospice-related inpatient care in a participating Medicare/Medicaid facility 
according to §418.100 and §418.108. (762)",PROFESSIONAL MANAGEMENT
763,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (nursing homes)
 
Written agreement. 
 
The hospice and SNF/NF or ICF/IID must have a written agreement that specifies 
the provision of hospice services in the facility.  The agreement must be signed by 
authorized representatives of the hospice and the SNF/NF or ICF/IID before the 
provision of hospice services.  (763)",WRITTEN AGREEMENT
764,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (nursing homes)
 
Written agreement. 
 
The hospice and SNF/NF or ICF/IID must have a written agreement that specifies 
the provision of hospice services in the facility.  The agreement must be signed by 
authorized representatives of the hospice and the SNF/NF or ICF/IID before the 
provision of hospice services.The written agreement must include at least the following: 
 
(1) The manner in which the SNF/NF or ICF/IID and the hospice are to 
communicate with each other and document such communications to ensure that 
the needs of patients are addressed and met 24 hours a day. (764)",WRITTEN AGREEMENT
765,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (nursing homes)
 
Written agreement. 
 
The hospice and SNF/NF or ICF/IID must have a written agreement that specifies 
the provision of hospice services in the facility.  The agreement must be signed by 
authorized representatives of the hospice and the SNF/NF or ICF/IID before the 
provision of hospice services.The written agreement must include at least the following: 
 
A provision that the SNF/NF or ICF/IID immediately notifies the 
hospice if— 

(i)  A significant change in a patient’s physical, mental, social, or emotional 
(iv)  A patient dies. 
(ii)  Clinical complications appear that suggest a need to alter the plan of 
(iii)  A need to transfer a patient from the SNF/NF or ICF/IID arises, and the 
hospice makes arrangements for, and remains responsible for, any 
necessary continuous care or inpatient care necessary related to the 
terminal illness and related conditions; or 
–  A condition unrelated to the terminal condition or related conditions, 
such as a fall with a suspected fracture; 
–  Complications, such as adverse consequences to a medication or 
therapy, requiring a revision to the plan of care; and  
–  A patient’s death. (765)


",WRITTEN AGREEMENT
766,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (nursing homes)
 
Written agreement. 
 
The hospice and SNF/NF or ICF/IID must have a written agreement that specifies 
the provision of hospice services in the facility.  The agreement must be signed by 
authorized representatives of the hospice and the SNF/NF or ICF/IID before the 
provision of hospice services.The written agreement must include at least the following: 
 
A provision stating that the hospice assumes responsibility for 
determining the appropriate course of hospice care, including the determination to 
change the level of services provided. (766)",WRITTEN AGREEMENT
767,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (nursing homes)
 
Written agreement. 
 
The hospice and SNF/NF or ICF/IID must have a written agreement that specifies 
the provision of hospice services in the facility.  The agreement must be signed by 
authorized representatives of the hospice and the SNF/NF or ICF/IID before the 
provision of hospice services.The written agreement must include at least the following: 
 
An agreement that it is the SNF/NF or ICF/IID responsibility to 
continue to furnish 24 hour room and board care, meeting the personal care and 
nursing needs that would have been provided by the primary caregiver at home at 
the same level of care provided before hospice care was elected. (767)
",WRITTEN AGREEMENT
768,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (nursing homes)
 
Written agreement. 
 
The hospice and SNF/NF or ICF/IID must have a written agreement that specifies 
the provision of hospice services in the facility.  The agreement must be signed by 
authorized representatives of the hospice and the SNF/NF or ICF/IID before the 
provision of hospice services.The written agreement must include at least the following: 
An agreement that it is the hospice’s responsibility to provide 
services at the same level and to the same extent as those services would be provided 
if the SNF/NF or ICF/IID resident were in his or her own home. (768)
",WRITTEN AGREEMENT
769,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (nursing homes)
 
Written agreement. 
 
The hospice and SNF/NF or ICF/IID must have a written agreement that specifies 
the provision of hospice services in the facility.  The agreement must be signed by 
authorized representatives of the hospice and the SNF/NF or ICF/IID before the 
provision of hospice services.The written agreement must include at least the following: 
 A delineation of the hospice’s responsibilities, which include, but 
are not limited to the following: providing medical direction and management of the 
patient; nursing; counseling (including spiritual, dietary and bereavement); social 
work; provision of medical supplies, durable medical equipment and drugs 
necessary for the palliation of pain and symptoms associated with the terminal 
illness and related conditions; and all other hospice services that are necessary for 
the care of the resident’s terminal illness and related conditions. (769)",WRITTEN AGREEMENT
770,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (nursing homes)
 
Written agreement. 
 
The hospice and SNF/NF or ICF/IID must have a written agreement that specifies 
the provision of hospice services in the facility.  The agreement must be signed by 
authorized representatives of the hospice and the SNF/NF or ICF/IID before the 
provision of hospice services.The written agreement must include at least the following: 
 
A provision that the hospice may use the SNF/NF or ICF/IID 
nursing personnel where permitted by State law and as specified by the SNF/NF or 
ICF/IID to assist in the administration of prescribed therapies included in the plan 
of care only to the extent that the hospice would routinely use the services of a 
hospice patient’s family in implementing the plan of care.  (770)
",WRITTEN AGREEMENT
771,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (nursing homes)
 
Written agreement. 
 
The hospice and SNF/NF or ICF/IID must have a written agreement that specifies 
the provision of hospice services in the facility.  The agreement must be signed by 
authorized representatives of the hospice and the SNF/NF or ICF/IID before the 
provision of hospice services.The written agreement must include at least the following: 
 
A provision stating that the hospice must report all alleged 
violations involving mistreatment, neglect, or verbal, mental, sexual, and physical 
abuse, including injuries of unknown source, and misappropriation of patient 
property by anyone unrelated to the hospice to the SNF/NF or ICF/IID 
administrator within 24 hours of the hospice becoming aware of the alleged 
violation. (771) 
",WRITTEN AGREEMENT
772,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (nursing homes)
 
Written agreement. 
 
The hospice and SNF/NF or ICF/IID must have a written agreement that specifies 
the provision of hospice services in the facility.  The agreement must be signed by 
authorized representatives of the hospice and the SNF/NF or ICF/IID before the 
provision of hospice services.The written agreement must include at least the following: 
 
A delineation of the responsibilities of the hospice and the SNF/NF 
or ICF/IID to provide bereavement services to SNF/NF or ICF/IID staff. (772)
",WRITTEN AGREEMENT
773,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (nursing homes)
 
Hospice plan of care. 
 
In accordance with §418.56, a written hospice plan of care must be established and 
maintained in consultation with SNF/NF or ICF/IID representatives.  All hospice 
care provided must be in accordance with this hospice plan of care. (773)",HOSPICE PLAN OF CARE
774,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (nursing homes)
 
Hospice plan of care. The hospice plan of care must identify the care and services that are 
needed and specifically identify which provider is responsible for performing the 
respective functions that have been agreed upon and included in the hospice plan of 
care. (774)
",HOSPICE PLAN OF CARE
775,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (nursing homes)
Hospice plan of care. The hospice plan of care reflects the participation of the hospice, 
the SNF/NF or ICF/IID, and the patient and family to the extent possible.  (775)
 
The hospice and the facility must develop a coordinated plan of care for each patient that 
guides both providers.  When a hospice patient is a resident of a facility, that patient’s 
hospice plan of care must be established and maintained in consultation with 
representatives of the facility and the patient/family (to the extent possible).  The hospice 
portion of the plan of care governs the actions of the hospice and describes the services 
that are needed to care for the patient.  In addition, the coordinated plan of care must 
identify which provider (hospice or facility) is responsible for performing a specific 
service.  The coordinated plan of care may be divided into two portions, one of which is 
maintained by the facility and the other, which is maintained by the hospice.  The facility 
is required to update its plan of care in accordance with any Federal, State or local laws 
 and regulations governing the particular facility, just as hospices need to update their 
plans of care according to §418.56(d) of these CoPs.  The hospice plan of care must 
specifically identify/delineate the provider responsible for each 
function/service/intervention included in the plan of care. 
 
NOTE:  The providers must have a procedure that clearly outlines the chain of 
communication between the hospice and facility in the event a crisis or 
emergency develops, a change of condition occurs, and/or changes to the 
hospice portion of the plan of care are indicated.   (775)
",HOSPICE PLAN OF CARE
776,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (nursing homes)
 
Hospice plan of care. Any changes in the hospice plan of care must be discussed with the 
patient or representative, and SNF/NF or ICF/IID representatives, and must be 
approved by the hospice before implementation.  
 
The hospice and the facility must have a process in which they can exchange information 
from the hospice IDG plan of care reviews and assessment updates, and the facility team, 
patient and family (to the extent possible) conferences, when updating the plan of care 
and evaluating outcomes of care to assure that the patient receives the necessary care and 
services.  The hospice must authorize all changes to the hospice portion of the plan of 
care prior to the change being made. (776)",HOSPICE PLAN OF CARE
777,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (nursing homes)
 
Coordination of services. 
 
The hospice must:  
 
(1) Designate a member of each interdisciplinary group that is responsible for a 
patient who is a resident of a SNF/NF or ICF/IID. (777)
",COORDINATION OF SERVICES
778,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (nursing homes)
 
Providing overall coordination of the hospice care of the SNF/NF 
or ICF/IID resident with SNF/NF or ICF/IID representatives.
 
The intent of this regulation is for the hospice IDG to designate a member responsible for 
overseeing and coordinating the provision of care between the hospice and the facility.  
This person may or may not be the hospice RN responsible for the coordination of 
patient’s hospice care in the facility. It may also be the physician, social worker or 
counselor member of the IDG. In order to facilitate the coordination and provision of 
hospice care to the patient, the hospice and the facility should address how the hospice 
staff access and communicate with facility staff. This includes, but is not limited to: 

•  Development of each provider’s portion of the plan of care to assure that the plans 
are complimentary and reflect common goals and the patient’s expressed desire 
for hospice care; 
•  Documentation in both respective entities’ clinical records or other means to 
ensure continuity of communication and easy access to ongoing information; 
•  Role of any hospice vendor in delivering supplies or medications; 
•  Ordering, renewal, delivery and administration of medications; and 
•  Role of the attending physician, and process for obtaining and implementing 
physician orders. (778)
",COORDINATION OF SERVICES
779,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (nursing homes)
 
Providing overall coordination of the hospice care of the SNF/NF 
or ICF/IID resident with SNF/NF or ICF/IID representatives.

Communicating with SNF/NF or ICF/IID representatives and 
other health care providers participating in the provision of care for the 
terminal illness and related conditions and other conditions to ensure quality of 
care for the patient and family.  (779)
",COORDINATION OF SERVICES
780,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (nursing homes)
 
Providing overall coordination of the hospice care of the SNF/NF 
or ICF/IID resident with SNF/NF or ICF/IID representatives.
 
Ensure that the hospice IDG communicates with the SNF/NF or ICF/IID 
medical director, the patient’s attending physician, and other physicians 
participating in the provision of care to the patient as needed to coordinate the 
hospice care of the hospice patient with the medical care provided by other 
physicians.   
  
Both providers may document physician orders.  Orders are to be dated and signed in 
accordance with State laws.  Implementation of the plan of care changes resulting from 
physician orders received by the facility must have prior hospice approval. (780)",COORDINATION OF SERVICES
781,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (nursing homes)
 
Providing overall coordination of the hospice care of the SNF/NF 
or ICF/IID resident with SNF/NF or ICF/IID representatives.
 
Provide the SNF/NF or ICF/IID with the following information: 
 
The most recent hospice plan of care specific to each patient; 
Hospice election form and any advance directives specific to each 
patient; 
Physician certification and recertification of the terminal illness 
specific to each patient;  
Names and contact information for hospice personnel involved in 
hospice care of each patient; 
Instructions on how to access the hospice’s 24-hour on-call system; 
Hospice medication information specific to each patient; and 
Hospice physician and attending physician (if any) orders specific to 
each patient. (781)",COORDINATION OF SERVICES
782,"Deficiency cited: Hospices that provide hospice care to residents 
of a SNF/NF or ICF/IID. (nursing homes)
 
Orientation and training of staff 
 
Hospice staff must assure orientation of SNF/NF or ICF/IID staff furnishing care to 
hospice patients in the hospice philosophy, including hospice policies and 
procedures regarding methods of comfort, pain control, symptom management, as 
well as principles about death and dying, individual responses to death, patient 
rights, appropriate forms, and record keeping requirements. 
  
It is the hospice’s responsibility to assess the need for staff training and coordinate the 
staff training with representatives of the facility.  It is also the hospice’s responsibility to 
determine how frequently training needs to be offered in order to ensure that the facility 
staff furnishing care to hospice patients are oriented to the philosophy of hospice care.  
Facility staff turnover rates should be a consideration in determining training frequency. (782)",ORIENTATION AND TRAINING OF STAFF
783,Deficiency cited: Personnel qualifications (783),PERSONNEL QUALIFICATION
784,"Deficiency cited: Personnel qualifications
 
Except as specified in paragraph (c) of this section, all professionals who furnish 
services directly, under an individual contract, or under arrangements with a 
hospice, must be legally authorized (licensed, certified or registered) in accordance 
with applicable Federal, State and local laws, and must act only within the scope of 
his or her State license, or State certification, or registration.  All personnel 
qualifications must be kept current at all times. (784)
",PERSONNEL QUALIFICATION
785,"Deficiency cited: Personnel qualifications
Personnel qualifications for certain disciplines.  The following 
qualifications must be met: 
 
(1)  Physician.  Physicians must meet the qualifications and conditions as defined in 
Section 1861(r) of the Act and implemented at §410.20 of this chapter. (785)",PERSONNEL QUALIFICATION
786,"Deficiency cited: Personnel qualifications
Hospice aide.  Hospice aides must meet the qualifications required by 
Section 1891(a)(3) of the Act and implemented at §418.76. (786)
",PERSONNEL QUALIFICATION
787,"Deficiency cited: Personnel qualifications
 
Social worker.  A person who meets all requirements. (787)",PERSONNEL QUALIFICATION
788,"Deficiency cited: Personnel qualifications
 
Speech language pathologist.  A person who meets all requirements. (788)",PERSONNEL QUALIFICATION
789,"Deficiency cited: Personnel qualifications
 
Occupational therapist. A person who meets all requirements. 
(789) 
",PERSONNEL QUALIFICATION
790,"Deficiency cited: Personnel qualifications
 
Occupational therapy assistant.  A person who meets all requirements. (790) 
",PERSONNEL QUALIFICATION
791,"Deficiency cited: Personnel qualifications
 
Physical therapist.  A person who is licensed, if applicable, by the 
State in which practicing, unless licensure does not apply and meets requirements. (791)
  
   

 
",PERSONNEL QUALIFICATION
792,"Deficiency cited: Personnel qualifications
 
Physical therapist assistant. A person who meets all requirements. (792)",PERSONNEL QUALIFICATION
793,"Deficiency cited: Personnel qualifications
 
Personnel qualifications when no State licensing, certification or 
registration requirements exist.  If no State licensing laws, certification or 
registration requirements exist for the profession, the following requirements must 
be met: 
 
(1) Registered nurse.  A graduate of a school of professional nursing. 
(794)
",PERSONNEL QUALIFICATION
794,"Deficiency cited: Personnel qualifications
 
Personnel qualifications when no State licensing, certification or 
registration requirements exist.  If no State licensing laws, certification or 
registration requirements exist for the profession, the following requirements must 
be met: 
 
Licensed practical nurse.  A person who has completed a practical 
nursing program. (794)
",PERSONNEL QUALIFICATION
795,"Deficiency cited: Personnel qualifications
 
Criminal background checks 
 
The hospice must obtain a criminal background check on all hospice employees 
who have direct patient contact or access to patient records. Hospice contracts 
must require that all contracted entities obtain criminal background checks on 
contracted employees who have direct patient contact or access to patient 
records. (795) 
",CRIMINAL BACKGROUND CHECKS
796,"Deficiency cited: Personnel qualifications
 
Criminal background checks  
 
Criminal background checks must be obtained in accordance with 
State requirements. In the absence of State requirements, criminal background 
checks must be obtained within three months of the date of employment for all 
states that the individual has lived or worked in the past 3 years. (796)
",CRIMINAL BACKGROUND CHECKS
797,"Deficiency cited: Compliance with Federal, State, 
and local laws and regulations related to the health and safety of 
patients. (797)
","FEDERAL, STATE, LOCAL LAWS & REGULATIONS"
798,"Deficiency cited: Compliance with Federal, State, 
and local laws and regulations related to the health and safety of 
patients.
 
The hospice and its staff must operate and furnish services in 
compliance with all applicable Federal, State, and local laws and regulations related 
to the health and safety of patients.  If State or local law provides for licensing of 
hospices, the hospice must be licensed. (798)
","FEDERAL, STATE, LOCAL LAWS & REGULATIONS"
799,"Deficiency cited: Compliance with Federal, State, 
and local laws and regulations related to the health and safety of 
patients.
Multiple locations.  
 
Every hospice must comply with the requirements of §420.206 of this chapter 
regarding disclosure of ownership and control information.  All hospice multiple 
locations must be approved by Medicare and licensed in accordance with State 
licensure laws, if applicable, before providing Medicare reimbursed services. (799)
",MULTIPLE LOCATIONS
800,"Deficiency cited: Compliance with Federal, State, 
and local laws and regulations related to the health and safety of 
patients.

Laboratory services. 
 
(1) If the hospice engages in laboratory testing other than assisting a patient in self-
administering a test with an appliance that has been approved for that purpose by 
the FDA, the hospice must be in compliance with all applicable requirements of part 
493 of this chapter. (800)",LABORATORY SERVICES
801,"Deficiency cited: Compliance with Federal, State, 
and local laws and regulations related to the health and safety of 
patients.

Laboratory services. 
 
If the hospice chooses to refer specimens for laboratory testing to a 
reference laboratory, the reference laboratory must be certified in the appropriate 
specialties and subspecialties of services in accordance with the applicable 
requirements of Part 493 of this chapter. (801)


",LABORATORY SERVICES
